,nearest_miles,Intensity_5 miles,Intensity_10 miles,Intensity_20 miles,Intensity_30 miles,intensity_50 miles,Intensity_100 miles,Intensity_200 miles,,
80759,,,,,,,,,,
80809,,,,,,,,,,
80813,,,,,,,,,,
80814,,,,,,,,,,
80831,,,,,,,,,,
80866,,,,,,,,,,
80903,,,,,,,,,,
80904,,,,,,,,,,
80905,,,,,,,,,,
80906,,,,,,,,,,
80907,,,,,,,,,,
80908,,,,,,,,,,
80909,,,,,,,,,,
80915,,,,,,,,,,
80918,,,,,,,,,,
80919,,,,,,,,,,
80920,,,,,,,,,,
80921,,,,,,,,,,
81003,,,,,,,,,,
81067,,,,,,,,,,
81131,,,,,,,,,,
81144,,,,,,,,,,
81201,,,,,,,,,,
81212,,,,,,,,,,
81248,,,,,,,,,,
81301,,,,,,,,,,
81302,,,,,,,,,,
81416,,,,,,,,,,
81424,,,,,,,,,,
81435,,,,,,,,,,
81503,,,,,,,,,,
81505,,,,,,,,,,
81506,,,,,,,,,,
81611,,,,,,,,,,
81612,,,,,,,,,,
81620,,,,,,,,,,
81623,,,,,,,,,,
81650,,,,,,,,,,
81657,,,,,,,,,,
81658,,,,,,,,,,
82001,,,,,,,,,,
82003,,,,,,,,,,
82009,,,,,,,,,,
82061,,,,,,,,,,
82240,,,,,,,,,,
82414,,,,,,,,,,
82501,,,,,,,,,,
82515,,,,,,,,,,
82601,,,,,,,,,,
82602,,,,,,,,,,
82604,,,,,,,,,,
82605,,,,,,,,,,
82609,,,,,,,,,,
82716,,,,,,,,,,
82717,,,,,,,,,,
82718,,,,,,,,,,
82730,,,,,,,,,,
82801,,,,,,,,,,
82834,,,,,,,,,,
83001,,,,,,,,,,
83014,,,,,,,,,,
83114,,,,,,,,,,
83120,,,,,,,,,,
83201,,,,,,,,,,
83203,,,,,,,,,,
83204,,,,,,,,,,
83205,,,,,,,,,,
83221,,,,,,,,,,
83252,,,,,,,,,,
83301,,,,,,,,,,
83313,,,,,,,,,,
83327,,,,,,,,,,
83340,,,,,,,,,,
83401,,,,,,,,,,
83442,,,,,,,,,,
83501,,,,,,,,,,
83616,,,,,,,,,,
83617,,,,,,,,,,
83638,,,,,,,,,,
83642,,,,,,,,,,
83646,,,,,,,,,,
83653,,,,,,,,,,
83669,,,,,,,,,,
83687,,,,,,,,,,
83702,,,,,,,,,,
83704,,,,,,,,,,
83705,,,,,,,,,,
83706,,,,,,,,,,
83707,,,,,,,,,,
83709,,,,,,,,,,
83712,,,,,,,,,,
83713,,,,,,,,,,
83714,,,,,,,,,,
83716,,,,,,,,,,
83726,,,,,,,,,,
83728,,,,,,,,,,
83729,,,,,,,,,,
83811,,,,,,,,,,
83814,,,,,,,,,,
83815,,,,,,,,,,
83816,,,,,,,,,,
83835,,,,,,,,,,
83837,,,,,,,,,,
83849,,,,,,,,,,
83852,,,,,,,,,,
83854,,,,,,,,,,
83858,,,,,,,,,,
83864,,,,,,,,,,
83873,,,,,,,,,,
83874,,,,,,,,,,
84003,,,,,,,,,,
84004,,,,,,,,,,
84005,,,,,,,,,,
84010,,,,,,,,,,
84015,,,,,,,,,,
84017,,,,,,,,,,
84020,,,,,,,,,,
84025,,,,,,,,,,
84028,,,,,,,,,,
84032,,,,,,,,,,
84036,,,,,,,,,,
84037,,,,,,,,,,
84040,,,,,,,,,,
84041,,,,,,,,,,
84042,,,,,,,,,,
84043,,,,,,,,,,
84044,,,,,,,,,,
84047,,,,,,,,,,
84054,,,,,,,,,,
84057,,,,,,,,,,
84058,,,,,,,,,,
84059,,,,,,,,,,
84060,,,,,,,,,,
84061,,,,,,,,,,
84065,,,,,,,,,,
84066,,,,,,,,,,
84067,,,,,,,,,,
84068,,,,,,,,,,
84070,,,,,,,,,,
84078,,,,,,,,,,
84084,,,,,,,,,,
84087,,,,,,,,,,
84088,,,,,,,,,,
84091,,,,,,,,,,
84092,,,,,,,,,,
84093,,,,,,,,,,
84094,,,,,,,,,,
84095,,,,,,,,,,
84097,,,,,,,,,,
84098,,,,,,,,,,
84101,,,,,,,,,,
84102,,,,,,,,,,
84103,,,,,,,,,,
84104,,,,,,,,,,
84105,,,,,,,,,,
84106,,,,,,,,,,
84107,,,,,,,,,,
84108,,,,,,,,,,
84109,,,,,,,,,,
84110,,,,,,,,,,
84111,,,,,,,,,,
84115,,,,,,,,,,
84116,,,,,,,,,,
84117,,,,,,,,,,
84118,,,,,,,,,,
84119,,,,,,,,,,
84120,,,,,,,,,,
84121,,,,,,,,,,
84123,,,,,,,,,,
84124,,,,,,,,,,
84125,,,,,,,,,,
84126,,,,,,,,,,
84127,,,,,,,,,,
84128,,,,,,,,,,
84130,,,,,,,,,,
84133,,,,,,,,,,
84145,,,,,,,,,,
84147,,,,,,,,,,
84157,,,,,,,,,,
84158,,,,,,,,,,
84165,,,,,,,,,,
84184,,,,,,,,,,
84320,,,,,,,,,,
84321,,,,,,,,,,
84326,,,,,,,,,,
84331,,,,,,,,,,
84335,,,,,,,,,,
84341,,,,,,,,,,
84401,,,,,,,,,,
84403,,,,,,,,,,
84404,,,,,,,,,,
84405,,,,,,,,,,
84532,,,,,,,,,,
84601,,,,,,,,,,
84604,,,,,,,,,,
84606,,,,,,,,,,
84628,,,,,,,,,,
84644,,,,,,,,,,
84651,,,,,,,,,,
84653,,,,,,,,,,
84660,,,,,,,,,,
84663,,,,,,,,,,
84664,,,,,,,,,,
84720,,,,,,,,,,
84770,,,,,,,,,,
84771,,,,,,,,,,
84790,,,,,,,,,,
85002,,,,,,,,,,
85003,,,,,,,,,,
85004,,,,,,,,,,
85007,,,,,,,,,,
85008,,,,,,,,,,
85009,,,,,,,,,,
85011,,,,,,,,,,
85012,,,,,,,,,,
85013,,,,,,,,,,
85014,,,,,,,,,,
85015,,,,,,,,,,
85016,,,,,,,,,,
85017,,,,,,,,,,
85018,,,,,,,,,,
85020,,,,,,,,,,
85021,,,,,,,,,,
85022,,,,,,,,,,
85023,,,,,,,,,,
85027,,,,,,,,,,
85028,,,,,,,,,,
85029,,,,,,,,,,
85031,,,,,,,,,,
85032,,,,,,,,,,
85034,,,,,,,,,,
85040,,,,,,,,,,
85043,,,,,,,,,,
85044,,,,,,,,,,
85046,,,,,,,,,,
85050,,,,,,,,,,
85051,,,,,,,,,,
85053,,,,,,,,,,
85054,,,,,,,,,,
85064,,,,,,,,,,
85068,,,,,,,,,,
85072,,,,,,,,,,
85082,,,,,,,,,,
85085,,,,,,,,,,
85086,,,,,,,,,,
85120,,,,,,,,,,
85138,,,,,,,,,,
85142,,,,,,,,,,
85201,,,,,,,,,,
85202,,,,,,,,,,
85203,,,,,,,,,,
85204,,,,,,,,,,
85205,,,,,,,,,,
85206,,,,,,,,,,
85207,,,,,,,,,,
85208,,,,,,,,,,
85210,,,,,,,,,,
85215,,,,,,,,,,
85224,,,,,,,,,,
85225,,,,,,,,,,
85226,,,,,,,,,,
85233,,,,,,,,,,
85234,,,,,,,,,,
85236,,,,,,,,,,
85248,,,,,,,,,,
85249,,,,,,,,,,
85250,,,,,,,,,,
85251,,,,,,,,,,
85252,,,,,,,,,,
85253,,,,,,,,,,
85254,,,,,,,,,,
85255,,,,,,,,,,
85256,,,,,,,,,,
85257,,,,,,,,,,
85258,,,,,,,,,,
85259,,,,,,,,,,
85260,,,,,,,,,,
85262,,,,,,,,,,
85266,,,,,,,,,,
85267,,,,,,,,,,
85268,,,,,,,,,,
85281,,,,,,,,,,
85282,,,,,,,,,,
85283,,,,,,,,,,
85284,,,,,,,,,,
85286,,,,,,,,,,
85297,,,,,,,,,,
85307,,,,,,,,,,
85308,,,,,,,,,,
85331,,,,,,,,,,
85338,,,,,,,,,,
85354,,,,,,,,,,
85377,,,,,,,,,,
85381,,,,,,,,,,
85382,,,,,,,,,,
85383,,,,,,,,,,
85543,,,,,,,,,,
85546,,,,,,,,,,
85547,,,,,,,,,,
85625,,,,,,,,,,
85641,,,,,,,,,,
85701,,,,,,,,,,
85702,,,,,,,,,,
85704,,,,,,,,,,
85705,,,,,,,,,,
85706,,,,,,,,,,
85710,,,,,,,,,,
85711,,,,,,,,,,
85712,,,,,,,,,,
85713,,,,,,,,,,
85714,,,,,,,,,,
85715,,,,,,,,,,
85716,,,,,,,,,,
85718,,,,,,,,,,
85719,,,,,,,,,,
85737,,,,,,,,,,
85739,,,,,,,,,,
85745,,,,,,,,,,
85747,,,,,,,,,,
85748,,,,,,,,,,
85749,,,,,,,,,,
85750,,,,,,,,,,
85755,,,,,,,,,,
86001,,,,,,,,,,
86004,,,,,,,,,,
86016,,,,,,,,,,
86301,,,,,,,,,,
86305,,,,,,,,,,
86321,,,,,,,,,,
86339,,,,,,,,,,
86403,,,,,,,,,,
87008,,,,,,,,,,
87031,,,,,,,,,,
87102,,,,,,,,,,
87105,,,,,,,,,,
87106,,,,,,,,,,
87107,,,,,,,,,,
87108,,,,,,,,,,
87109,,,,,,,,,,
87110,,,,,,,,,,
87111,,,,,,,,,,
87112,,,,,,,,,,
87113,,,,,,,,,,
87114,,,,,,,,,,
87121,,,,,,,,,,
87123,,,,,,,,,,
87124,,,,,,,,,,
87154,,,,,,,,,,
87158,,,,,,,,,,
87190,,,,,,,,,,
87192,,,,,,,,,,
87301,,,,,,,,,,
87401,,,,,,,,,,
87413,,,,,,,,,,
87499,,,,,,,,,,
87501,,,,,,,,,,
87504,,,,,,,,,,
87505,,,,,,,,,,
87507,,,,,,,,,,
87544,,,,,,,,,,
87711,,,,,,,,,,
87935,,,,,,,,,,
88004,,,,,,,,,,
88005,,,,,,,,,,
88030,,,,,,,,,,
88045,,,,,,,,,,
88063,,,,,,,,,,
88101,,,,,,,,,,
88102,,,,,,,,,,
88201,,,,,,,,,,
88310,,,,,,,,,,
88340,,,,,,,,,,
89002,,,,,,,,,,
89005,,,,,,,,,,
89011,,,,,,,,,,
89012,,,,,,,,,,
89014,,,,,,,,,,
89015,,,,,,,,,,
89016,,,,,,,,,,
89027,,,,,,,,,,
89029,,,,,,,,,,
89030,,,,,,,,,,
89031,,,,,,,,,,
89032,,,,,,,,,,
89044,,,,,,,,,,
89052,,,,,,,,,,
89060,,,,,,,,,,
89074,,,,,,,,,,
89077,,,,,,,,,,
89081,,,,,,,,,,
89101,,,,,,,,,,
89102,,,,,,,,,,
89103,,,,,,,,,,
89104,,,,,,,,,,
89106,,,,,,,,,,
89107,,,,,,,,,,
89108,,,,,,,,,,
89109,,,,,,,,,,
89110,,,,,,,,,,
89113,,,,,,,,,,
89114,,,,,,,,,,
89115,,,,,,,,,,
89117,,,,,,,,,,
89118,,,,,,,,,,
89119,,,,,,,,,,
89120,,,,,,,,,,
89121,,,,,,,,,,
89122,,,,,,,,,,
89123,,,,,,,,,,
89126,,,,,,,,,,
89128,,,,,,,,,,
89129,,,,,,,,,,
89130,,,,,,,,,,
89131,,,,,,,,,,
89133,,,,,,,,,,
89134,,,,,,,,,,
89135,,,,,,,,,,
89137,,,,,,,,,,
89138,,,,,,,,,,
89139,,,,,,,,,,
89140,,,,,,,,,,
89141,,,,,,,,,,
89142,,,,,,,,,,
89144,,,,,,,,,,
89145,,,,,,,,,,
89146,,,,,,,,,,
89147,,,,,,,,,,
89148,,,,,,,,,,
89149,,,,,,,,,,
89150,,,,,,,,,,
89163,,,,,,,,,,
89169,,,,,,,,,,
89173,,,,,,,,,,
89178,,,,,,,,,,
89183,,,,,,,,,,
89193,,,,,,,,,,
89316,,,,,,,,,,
89319,,,,,,,,,,
89408,,,,,,,,,,
89419,,,,,,,,,,
89423,,,,,,,,,,
89429,,,,,,,,,,
89431,,,,,,,,,,
89433,,,,,,,,,,
89434,,,,,,,,,,
89435,,,,,,,,,,
89439,,,,,,,,,,
89440,,,,,,,,,,
89445,,,,,,,,,,
89448,,,,,,,,,,
89449,,,,,,,,,,
89451,,,,,,,,,,
89452,,,,,,,,,,
89501,,,,,,,,,,
89502,,,,,,,,,,
89503,,,,,,,,,,
89504,,,,,,,,,,
89505,,,,,,,,,,
89507,,,,,,,,,,
89509,,,,,,,,,,
89510,,,,,,,,,,
89511,,,,,,,,,,
89512,,,,,,,,,,
89519,,,,,,,,,,
89520,,,,,,,,,,
89521,,,,,,,,,,
89523,,,,,,,,,,
89701,,,,,,,,,,
89702,,,,,,,,,,
89703,,,,,,,,,,
89704,,,,,,,,,,
89706,,,,,,,,,,
89801,,,,,,,,,,
89821,,,,,,,,,,
89825,,,,,,,,,,
89835,,,,,,,,,,
89883,,,,,,,,,,
90001,,,,,,,,,,
90003,,,,,,,,,,
90004,,,,,,,,,,
90005,,,,,,,,,,
90006,,,,,,,,,,
90007,,,,,,,,,,
90008,,,,,,,,,,
90010,,,,,,,,,,
90011,,,,,,,,,,
90012,,,,,,,,,,
90013,,,,,,,,,,
90014,,,,,,,,,,
90015,,,,,,,,,,
90016,,,,,,,,,,
90017,,,,,,,,,,
90019,,,,,,,,,,
90020,,,,,,,,,,
90021,,,,,,,,,,
90022,,,,,,,,,,
90023,,,,,,,,,,
90024,,,,,,,,,,
90025,,,,,,,,,,
90026,,,,,,,,,,
90027,,,,,,,,,,
90028,,,,,,,,,,
90029,,,,,,,,,,
90031,,,,,,,,,,
90033,,,,,,,,,,
90034,,,,,,,,,,
90035,,,,,,,,,,
90036,,,,,,,,,,
90037,,,,,,,,,,
90038,,,,,,,,,,
90039,,,,,,,,,,
90040,,,,,,,,,,
90041,,,,,,,,,,
90045,,,,,,,,,,
90046,,,,,,,,,,
90047,,,,,,,,,,
90048,,,,,,,,,,
90049,,,,,,,,,,
90051,,,,,,,,,,
90053,,,,,,,,,,
90054,,,,,,,,,,
90056,,,,,,,,,,
90057,,,,,,,,,,
90058,,,,,,,,,,
90059,,,,,,,,,,
90061,,,,,,,,,,
90064,,,,,,,,,,
90065,,,,,,,,,,
90066,,,,,,,,,,
90067,,,,,,,,,,
90068,,,,,,,,,,
90069,,,,,,,,,,
90071,,,,,,,,,,
90077,,,,,,,,,,
90094,,,,,,,,,,
90201,,,,,,,,,,
90202,,,,,,,,,,
90210,,,,,,,,,,
90211,,,,,,,,,,
90212,,,,,,,,,,
90213,,,,,,,,,,
90220,,,,,,,,,,
90221,,,,,,,,,,
90230,,,,,,,,,,
90232,,,,,,,,,,
90241,,,,,,,,,,
90242,,,,,,,,,,
90245,,,,,,,,,,
90248,,,,,,,,,,
90250,,,,,,,,,,
90254,,,,,,,,,,
90255,,,,,,,,,,
90262,,,,,,,,,,
90265,,,,,,,,,,
90266,,,,,,,,,,
90272,,,,,,,,,,
90274,,,,,,,,,,
90275,,,,,,,,,,
90277,,,,,,,,,,
90291,,,,,,,,,,
90292,,,,,,,,,,
90293,,,,,,,,,,
90296,,,,,,,,,,
90301,,,,,,,,,,
90302,,,,,,,,,,
90304,,,,,,,,,,
90401,,,,,,,,,,
90402,,,,,,,,,,
90403,,,,,,,,,,
90404,,,,,,,,,,
90405,,,,,,,,,,
90406,,,,,,,,,,
90501,,,,,,,,,,
90502,,,,,,,,,,
90503,,,,,,,,,,
90504,,,,,,,,,,
90505,,,,,,,,,,
90508,,,,,,,,,,
90509,,,,,,,,,,
90601,,,,,,,,,,
90602,,,,,,,,,,
90604,,,,,,,,,,
90605,,,,,,,,,,
90620,,,,,,,,,,
90621,,,,,,,,,,
90623,,,,,,,,,,
90630,,,,,,,,,,
90631,,,,,,,,,,
90638,,,,,,,,,,
90640,,,,,,,,,,
90650,,,,,,,,,,
90670,,,,,,,,,,
90680,,,,,,,,,,
90701,,,,,,,,,,
90702,,,,,,,,,,
90703,,,,,,,,,,
90706,,,,,,,,,,
90710,,,,,,,,,,
90720,,,,,,,,,,
90723,,,,,,,,,,
90731,,,,,,,,,,
90732,,,,,,,,,,
90740,,,,,,,,,,
90742,,,,,,,,,,
90744,,,,,,,,,,
90745,,,,,,,,,,
90746,,,,,,,,,,
90801,,,,,,,,,,
90802,,,,,,,,,,
90803,,,,,,,,,,
90804,,,,,,,,,,
90806,,,,,,,,,,
90807,,,,,,,,,,
90808,,,,,,,,,,
90809,,,,,,,,,,
90810,,,,,,,,,,
90814,,,,,,,,,,
90815,,,,,,,,,,
90831,,,,,,,,,,
91001,,,,,,,,,,
91006,,,,,,,,,,
91007,,,,,,,,,,
91009,,,,,,,,,,
91016,,,,,,,,,,
91017,,,,,,,,,,
91024,,,,,,,,,,
91030,,,,,,,,,,
91042,,,,,,,,,,
91066,,,,,,,,,,
91101,,,,,,,,,,
91103,,,,,,,,,,
91105,,,,,,,,,,
91106,,,,,,,,,,
91107,,,,,,,,,,
91108,,,,,,,,,,
91109,,,,,,,,,,
91110,,,,,,,,,,
91201,,,,,,,,,,
91202,,,,,,,,,,
91203,,,,,,,,,,
91204,,,,,,,,,,
91205,,,,,,,,,,
91206,,,,,,,,,,
91210,,,,,,,,,,
91214,,,,,,,,,,
91301,,,,,,,,,,
91302,,,,,,,,,,
91303,,,,,,,,,,
91304,,,,,,,,,,
91306,,,,,,,,,,
91311,,,,,,,,,,
91313,,,,,,,,,,
91316,,,,,,,,,,
91320,,,,,,,,,,
91321,,,,,,,,,,
91324,,,,,,,,,,
91325,,,,,,,,,,
91331,,,,,,,,,,
91335,,,,,,,,,,
91340,,,,,,,,,,
91342,,,,,,,,,,
91344,,,,,,,,,,
91345,,,,,,,,,,
91350,,,,,,,,,,
91351,,,,,,,,,,
91352,,,,,,,,,,
91354,,,,,,,,,,
91355,,,,,,,,,,
91356,,,,,,,,,,
91360,,,,,,,,,,
91361,,,,,,,,,,
91362,,,,,,,,,,
91364,,,,,,,,,,
91367,,,,,,,,,,
91380,,,,,,,,,,
91381,,,,,,,,,,
91387,,,,,,,,,,
91390,,,,,,,,,,
91401,,,,,,,,,,
91402,,,,,,,,,,
91403,,,,,,,,,,
91405,,,,,,,,,,
91406,,,,,,,,,,
91411,,,,,,,,,,
91416,,,,,,,,,,
91423,,,,,,,,,,
91436,,,,,,,,,,
91502,,,,,,,,,,
91504,,,,,,,,,,
91505,,,,,,,,,,
91506,,,,,,,,,,
91510,,,,,,,,,,
91521,,,,,,,,,,
91522,,,,,,,,,,
91601,,,,,,,,,,
91602,,,,,,,,,,
91604,,,,,,,,,,
91605,,,,,,,,,,
91606,,,,,,,,,,
91607,,,,,,,,,,
91608,,,,,,,,,,
91612,,,,,,,,,,
91702,,,,,,,,,,
91706,,,,,,,,,,
91708,,,,,,,,,,
91709,,,,,,,,,,
91710,,,,,,,,,,
91711,,,,,,,,,,
91722,,,,,,,,,,
91723,,,,,,,,,,
91724,,,,,,,,,,
91729,,,,,,,,,,
91730,,,,,,,,,,
91731,,,,,,,,,,
91733,,,,,,,,,,
91739,,,,,,,,,,
91740,,,,,,,,,,
91741,,,,,,,,,,
91744,,,,,,,,,,
91745,,,,,,,,,,
91746,,,,,,,,,,
91748,,,,,,,,,,
91752,,,,,,,,,,
91754,,,,,,,,,,
91761,,,,,,,,,,
91764,,,,,,,,,,
91765,,,,,,,,,,
91766,,,,,,,,,,
91767,,,,,,,,,,
91768,,,,,,,,,,
91770,,,,,,,,,,
91773,,,,,,,,,,
91776,,,,,,,,,,
91780,,,,,,,,,,
91784,,,,,,,,,,
91786,,,,,,,,,,
91789,,,,,,,,,,
91791,,,,,,,,,,
91801,,,,,,,,,,
91803,,,,,,,,,,
91902,,,,,,,,,,
91910,,,,,,,,,,
91913,,,,,,,,,,
91914,,,,,,,,,,
91941,,,,,,,,,,
91942,,,,,,,,,,
91950,,,,,,,,,,
91977,,,,,,,,,,
91978,,,,,,,,,,
92003,,,,,,,,,,
92007,,,,,,,,,,
92008,,,,,,,,,,
92009,,,,,,,,,,
92010,,,,,,,,,,
92011,,,,,,,,,,
92014,,,,,,,,,,
92019,,,,,,,,,,
92020,,,,,,,,,,
92021,,,,,,,,,,
92024,,,,,,,,,,
92025,,,,,,,,,,
92026,,,,,,,,,,
92027,,,,,,,,,,
92028,,,,,,,,,,
92029,,,,,,,,,,
92037,,,,,,,,,,
92038,,,,,,,,,,
92040,,,,,,,,,,
92054,,,,,,,,,,
92056,,,,,,,,,,
92057,,,,,,,,,,
92058,,,,,,,,,,
92064,,,,,,,,,,
92065,,,,,,,,,,
92067,,,,,,,,,,
92069,,,,,,,,,,
92071,,,,,,,,,,
92075,,,,,,,,,,
92078,,,,,,,,,,
92079,,,,,,,,,,
92081,,,,,,,,,,
92082,,,,,,,,,,
92083,,,,,,,,,,
92084,,,,,,,,,,
92091,,,,,,,,,,
92101,,,,,,,,,,
92102,,,,,,,,,,
92103,,,,,,,,,,
92104,,,,,,,,,,
92105,,,,,,,,,,
92106,,,,,,,,,,
92107,,,,,,,,,,
92108,,,,,,,,,,
92109,,,,,,,,,,
92110,,,,,,,,,,
92111,,,,,,,,,,
92112,,,,,,,,,,
92113,,,,,,,,,,
92116,,,,,,,,,,
92117,,,,,,,,,,
92118,,,,,,,,,,
92120,,,,,,,,,,
92121,,,,,,,,,,
92122,,,,,,,,,,
92123,,,,,,,,,,
92124,,,,,,,,,,
92126,,,,,,,,,,
92127,,,,,,,,,,
92128,,,,,,,,,,
92129,,,,,,,,,,
92130,,,,,,,,,,
92131,,,,,,,,,,
92137,,,,,,,,,,
92138,,,,,,,,,,
92143,,,,,,,,,,
92150,,,,,,,,,,
92154,,,,,,,,,,
92160,,,,,,,,,,
92169,,,,,,,,,,
92192,,,,,,,,,,
92193,,,,,,,,,,
92195,,,,,,,,,,
92201,,,,,,,,,,
92203,,,,,,,,,,
92210,,,,,,,,,,
92211,,,,,,,,,,
92234,,,,,,,,,,
92236,,,,,,,,,,
92243,,,,,,,,,,
92250,,,,,,,,,,
92253,,,,,,,,,,
92258,,,,,,,,,,
92260,,,,,,,,,,
92262,,,,,,,,,,
92263,,,,,,,,,,
92264,,,,,,,,,,
92270,,,,,,,,,,
92274,,,,,,,,,,
92308,,,,,,,,,,
92313,,,,,,,,,,
92324,,,,,,,,,,
92335,,,,,,,,,,
92336,,,,,,,,,,
92345,,,,,,,,,,
92346,,,,,,,,,,
92352,,,,,,,,,,
92373,,,,,,,,,,
92374,,,,,,,,,,
92392,,,,,,,,,,
92399,,,,,,,,,,
92408,,,,,,,,,,
92501,,,,,,,,,,
92503,,,,,,,,,,
92505,,,,,,,,,,
92506,,,,,,,,,,
92507,,,,,,,,,,
92508,,,,,,,,,,
92530,,,,,,,,,,
92532,,,,,,,,,,
92543,,,,,,,,,,
92544,,,,,,,,,,
92553,,,,,,,,,,
92562,,,,,,,,,,
92563,,,,,,,,,,
92570,,,,,,,,,,
92571,,,,,,,,,,
92572,,,,,,,,,,
92583,,,,,,,,,,
92587,,,,,,,,,,
92589,,,,,,,,,,
92590,,,,,,,,,,
92591,,,,,,,,,,
92592,,,,,,,,,,
92602,,,,,,,,,,
92603,,,,,,,,,,
92604,,,,,,,,,,
92606,,,,,,,,,,
92607,,,,,,,,,,
92610,,,,,,,,,,
92612,,,,,,,,,,
92614,,,,,,,,,,
92617,,,,,,,,,,
92618,,,,,,,,,,
92619,,,,,,,,,,
92620,,,,,,,,,,
92623,,,,,,,,,,
92624,,,,,,,,,,
92625,,,,,,,,,,
92626,,,,,,,,,,
92627,,,,,,,,,,
92628,,,,,,,,,,
92629,,,,,,,,,,
92630,,,,,,,,,,
92637,,,,,,,,,,
92646,,,,,,,,,,
92647,,,,,,,,,,
92648,,,,,,,,,,
92649,,,,,,,,,,
92651,,,,,,,,,,
92653,,,,,,,,,,
92655,,,,,,,,,,
92656,,,,,,,,,,
92657,,,,,,,,,,
92658,,,,,,,,,,
92660,,,,,,,,,,
92661,,,,,,,,,,
92662,,,,,,,,,,
92663,,,,,,,,,,
92672,,,,,,,,,,
92673,,,,,,,,,,
92674,,,,,,,,,,
92675,,,,,,,,,,
92677,,,,,,,,,,
92679,,,,,,,,,,
92683,,,,,,,,,,
92688,,,,,,,,,,
92690,,,,,,,,,,
92691,,,,,,,,,,
92692,,,,,,,,,,
92694,,,,,,,,,,
92701,,,,,,,,,,
92703,,,,,,,,,,
92704,,,,,,,,,,
92705,,,,,,,,,,
92706,,,,,,,,,,
92707,,,,,,,,,,
92708,,,,,,,,,,
92780,,,,,,,,,,
92781,,,,,,,,,,
92782,,,,,,,,,,
92799,,,,,,,,,,
92801,,,,,,,,,,
92802,,,,,,,,,,
92803,,,,,,,,,,
92804,,,,,,,,,,
92805,,,,,,,,,,
92806,,,,,,,,,,
92807,,,,,,,,,,
92808,,,,,,,,,,
92821,,,,,,,,,,
92822,,,,,,,,,,
92831,,,,,,,,,,
92833,,,,,,,,,,
92834,,,,,,,,,,
92840,,,,,,,,,,
92841,,,,,,,,,,
92843,,,,,,,,,,
92861,,,,,,,,,,
92865,,,,,,,,,,
92866,,,,,,,,,,
92867,,,,,,,,,,
92868,,,,,,,,,,
92869,,,,,,,,,,
92870,,,,,,,,,,
92879,,,,,,,,,,
92880,,,,,,,,,,
92881,,,,,,,,,,
92882,,,,,,,,,,
92886,,,,,,,,,,
92887,,,,,,,,,,
93001,,,,,,,,,,
93003,,,,,,,,,,
93004,,,,,,,,,,
93010,,,,,,,,,,
93012,,,,,,,,,,
93013,,,,,,,,,,
93015,,,,,,,,,,
93021,,,,,,,,,,
93023,,,,,,,,,,
93030,,,,,,,,,,
93033,,,,,,,,,,
93035,,,,,,,,,,
93041,,,,,,,,,,
93060,,,,,,,,,,
93063,,,,,,,,,,
93065,,,,,,,,,,
93101,,,,,,,,,,
93102,,,,,,,,,,
93103,,,,,,,,,,
93105,,,,,,,,,,
93108,,,,,,,,,,
93109,,,,,,,,,,
93111,,,,,,,,,,
93117,,,,,,,,,,
93118,,,,,,,,,,
93121,,,,,,,,,,
93230,,,,,,,,,,
93243,,,,,,,,,,
93257,,,,,,,,,,
93265,,,,,,,,,,
93268,,,,,,,,,,
93277,,,,,,,,,,
93283,,,,,,,,,,
93291,,,,,,,,,,
93301,,,,,,,,,,
93303,,,,,,,,,,
93306,,,,,,,,,,
93308,,,,,,,,,,
93309,,,,,,,,,,
93312,,,,,,,,,,
93313,,,,,,,,,,
93401,,,,,,,,,,
93420,,,,,,,,,,
93423,,,,,,,,,,
93433,,,,,,,,,,
93446,,,,,,,,,,
93449,,,,,,,,,,
93454,,,,,,,,,,
93455,,,,,,,,,,
93456,,,,,,,,,,
93463,,,,,,,,,,
93465,,,,,,,,,,
93510,,,,,,,,,,
93534,,,,,,,,,,
93535,,,,,,,,,,
93550,,,,,,,,,,
93551,,,,,,,,,,
93555,,,,,,,,,,
93560,,,,,,,,,,
93561,,,,,,,,,,
93581,,,,,,,,,,
93606,,,,,,,,,,
93610,,,,,,,,,,
93612,,,,,,,,,,
93624,,,,,,,,,,
93637,,,,,,,,,,
93638,,,,,,,,,,
93644,,,,,,,,,,
93650,,,,,,,,,,
93662,,,,,,,,,,
93704,,,,,,,,,,
93706,,,,,,,,,,
93710,,,,,,,,,,
93711,,,,,,,,,,
93720,,,,,,,,,,
93721,,,,,,,,,,
93901,,,,,,,,,,
93905,,,,,,,,,,
93923,,,,,,,,,,
93924,,,,,,,,,,
93933,,,,,,,,,,
93940,,,,,,,,,,
93950,,,,,,,,,,
93955,,,,,,,,,,
94002,,,,,,,,,,
94005,,,,,,,,,,
94010,,,,,,,,,,
94014,,,,,,,,,,
94015,,,,,,,,,,
94019,,,,,,,,,,
94022,,,,,,,,,,
94023,,,,,,,,,,
94025,,,,,,,,,,
94027,,,,,,,,,,
94028,,,,,,,,,,
94030,,,,,,,,,,
94035,,,,,,,,,,
94039,,,,,,,,,,
94040,,,,,,,,,,
94041,,,,,,,,,,
94043,,,,,,,,,,
94044,,,,,,,,,,
94060,,,,,,,,,,
94061,,,,,,,,,,
94062,,,,,,,,,,
94063,,,,,,,,,,
94065,,,,,,,,,,
94066,,,,,,,,,,
94070,,,,,,,,,,
94080,,,,,,,,,,
