,nearest_miles,Intensity_5 miles,Intensity_10 miles,Intensity_20 miles,Intensity_30 miles,intensity_50 miles,Intensity_100 miles,Intensity_200 miles,,
22401,,,,,,,,,,
22404,,,,,,,,,,
22406,,,,,,,,,,
22408,,,,,,,,,,
22427,,,,,,,,,,
22482,,,,,,,,,,
22485,,,,,,,,,,
22560,,,,,,,,,,
22601,,,,,,,,,,
22602,,,,,,,,,,
22603,,,,,,,,,,
22604,,,,,,,,,,
22611,,,,,,,,,,
22630,,,,,,,,,,
22655,,,,,,,,,,
22657,,,,,,,,,,
22701,,,,,,,,,,
22728,,,,,,,,,,
22747,,,,,,,,,,
22801,,,,,,,,,,
22802,,,,,,,,,,
22815,,,,,,,,,,
22824,,,,,,,,,,
22831,,,,,,,,,,
22851,,,,,,,,,,
22853,,,,,,,,,,
22901,,,,,,,,,,
22902,,,,,,,,,,
22906,,,,,,,,,,
22911,,,,,,,,,,
22968,,,,,,,,,,
22980,,,,,,,,,,
23005,,,,,,,,,,
23047,,,,,,,,,,
23058,,,,,,,,,,
23059,,,,,,,,,,
23060,,,,,,,,,,
23061,,,,,,,,,,
23103,,,,,,,,,,
23111,,,,,,,,,,
23112,,,,,,,,,,
23113,,,,,,,,,,
23114,,,,,,,,,,
23116,,,,,,,,,,
23124,,,,,,,,,,
23139,,,,,,,,,,
23140,,,,,,,,,,
23168,,,,,,,,,,
23181,,,,,,,,,,
23185,,,,,,,,,,
23218,,,,,,,,,,
23219,,,,,,,,,,
23222,,,,,,,,,,
23225,,,,,,,,,,
23226,,,,,,,,,,
23227,,,,,,,,,,
23228,,,,,,,,,,
23230,,,,,,,,,,
23233,,,,,,,,,,
23234,,,,,,,,,,
23235,,,,,,,,,,
23236,,,,,,,,,,
23238,,,,,,,,,,
23260,,,,,,,,,,
23261,,,,,,,,,,
23294,,,,,,,,,,
23320,,,,,,,,,,
23418,,,,,,,,,,
23430,,,,,,,,,,
23434,,,,,,,,,,
23435,,,,,,,,,,
23450,,,,,,,,,,
23451,,,,,,,,,,
23452,,,,,,,,,,
23454,,,,,,,,,,
23462,,,,,,,,,,
23487,,,,,,,,,,
23501,,,,,,,,,,
23502,,,,,,,,,,
23505,,,,,,,,,,
23510,,,,,,,,,,
23511,,,,,,,,,,
23513,,,,,,,,,,
23514,,,,,,,,,,
23602,,,,,,,,,,
23603,,,,,,,,,,
23606,,,,,,,,,,
23607,,,,,,,,,,
23651,,,,,,,,,,
23663,,,,,,,,,,
23666,,,,,,,,,,
23704,,,,,,,,,,
23707,,,,,,,,,,
23803,,,,,,,,,,
23804,,,,,,,,,,
23824,,,,,,,,,,
23832,,,,,,,,,,
23836,,,,,,,,,,
23840,,,,,,,,,,
23851,,,,,,,,,,
23890,,,,,,,,,,
23944,,,,,,,,,,
23970,,,,,,,,,,
24011,,,,,,,,,,
24012,,,,,,,,,,
24016,,,,,,,,,,
24017,,,,,,,,,,
24019,,,,,,,,,,
24038,,,,,,,,,,
24055,,,,,,,,,,
24060,,,,,,,,,,
24061,,,,,,,,,,
24062,,,,,,,,,,
24065,,,,,,,,,,
24066,,,,,,,,,,
24068,,,,,,,,,,
24073,,,,,,,,,,
24091,,,,,,,,,,
24112,,,,,,,,,,
24114,,,,,,,,,,
24115,,,,,,,,,,
24141,,,,,,,,,,
24143,,,,,,,,,,
24151,,,,,,,,,,
24153,,,,,,,,,,
24168,,,,,,,,,,
24209,,,,,,,,,,
24210,,,,,,,,,,
24212,,,,,,,,,,
24256,,,,,,,,,,
24260,,,,,,,,,,
24301,,,,,,,,,,
24348,,,,,,,,,,
24401,,,,,,,,,,
24402,,,,,,,,,,
24416,,,,,,,,,,
24502,,,,,,,,,,
24504,,,,,,,,,,
24505,,,,,,,,,,
24517,,,,,,,,,,
24523,,,,,,,,,,
24541,,,,,,,,,,
24543,,,,,,,,,,
24605,,,,,,,,,,
24651,,,,,,,,,,
24701,,,,,,,,,,
24740,,,,,,,,,,
24970,,,,,,,,,,
25124,,,,,,,,,,
25136,,,,,,,,,,
25301,,,,,,,,,,
25304,,,,,,,,,,
25306,,,,,,,,,,
25313,,,,,,,,,,
25314,,,,,,,,,,
25326,,,,,,,,,,
25411,,,,,,,,,,
25414,,,,,,,,,,
25560,,,,,,,,,,
25601,,,,,,,,,,
25661,,,,,,,,,,
25701,,,,,,,,,,
25702,,,,,,,,,,
25703,,,,,,,,,,
25722,,,,,,,,,,
25728,,,,,,,,,,
25801,,,,,,,,,,
25802,,,,,,,,,,
26003,,,,,,,,,,
26034,,,,,,,,,,
26062,,,,,,,,,,
26070,,,,,,,,,,
26101,,,,,,,,,,
26164,,,,,,,,,,
26170,,,,,,,,,,
26175,,,,,,,,,,
26241,,,,,,,,,,
26301,,,,,,,,,,
26323,,,,,,,,,,
26330,,,,,,,,,,
26502,,,,,,,,,,
26505,,,,,,,,,,
26507,,,,,,,,,,
26508,,,,,,,,,,
26554,,,,,,,,,,
26555,,,,,,,,,,
26807,,,,,,,,,,
26836,,,,,,,,,,
26847,,,,,,,,,,
27025,,,,,,,,,,
27028,,,,,,,,,,
27030,,,,,,,,,,
27101,,,,,,,,,,
27102,,,,,,,,,,
27103,,,,,,,,,,
27104,,,,,,,,,,
27105,,,,,,,,,,
27106,,,,,,,,,,
27107,,,,,,,,,,
27150,,,,,,,,,,
27152,,,,,,,,,,
27203,,,,,,,,,,
27215,,,,,,,,,,
27216,,,,,,,,,,
27244,,,,,,,,,,
27253,,,,,,,,,,
27260,,,,,,,,,,
27261,,,,,,,,,,
27265,,,,,,,,,,
27278,,,,,,,,,,
27288,,,,,,,,,,
27293,,,,,,,,,,
27302,,,,,,,,,,
27306,,,,,,,,,,
27310,,,,,,,,,,
27320,,,,,,,,,,
27323,,,,,,,,,,
27330,,,,,,,,,,
27331,,,,,,,,,,
27332,,,,,,,,,,
27360,,,,,,,,,,
27361,,,,,,,,,,
27370,,,,,,,,,,
27371,,,,,,,,,,
27377,,,,,,,,,,
27401,,,,,,,,,,
27404,,,,,,,,,,
27405,,,,,,,,,,
27406,,,,,,,,,,
27407,,,,,,,,,,
27408,,,,,,,,,,
27409,,,,,,,,,,
27410,,,,,,,,,,
27415,,,,,,,,,,
27417,,,,,,,,,,
27419,,,,,,,,,,
27425,,,,,,,,,,
27455,,,,,,,,,,
27503,,,,,,,,,,
27511,,,,,,,,,,
27513,,,,,,,,,,
27514,,,,,,,,,,
27515,,,,,,,,,,
27516,,,,,,,,,,
27517,,,,,,,,,,
27518,,,,,,,,,,
27519,,,,,,,,,,
27523,,,,,,,,,,
27524,,,,,,,,,,
27526,,,,,,,,,,
27536,,,,,,,,,,
27540,,,,,,,,,,
27542,,,,,,,,,,
27546,,,,,,,,,,
27560,,,,,,,,,,
27577,,,,,,,,,,
27583,,,,,,,,,,
27587,,,,,,,,,,
27588,,,,,,,,,,
27596,,,,,,,,,,
27601,,,,,,,,,,
27602,,,,,,,,,,
27603,,,,,,,,,,
27604,,,,,,,,,,
27605,,,,,,,,,,
27606,,,,,,,,,,
27607,,,,,,,,,,
27608,,,,,,,,,,
27609,,,,,,,,,,
27611,,,,,,,,,,
27612,,,,,,,,,,
27613,,,,,,,,,,
27614,,,,,,,,,,
27615,,,,,,,,,,
27616,,,,,,,,,,
27617,,,,,,,,,,
27619,,,,,,,,,,
27621,,,,,,,,,,
27701,,,,,,,,,,
27702,,,,,,,,,,
27703,,,,,,,,,,
27704,,,,,,,,,,
27705,,,,,,,,,,
27707,,,,,,,,,,
27709,,,,,,,,,,
27713,,,,,,,,,,
27803,,,,,,,,,,
27804,,,,,,,,,,
27824,,,,,,,,,,
27834,,,,,,,,,,
27870,,,,,,,,,,
27886,,,,,,,,,,
27889,,,,,,,,,,
27893,,,,,,,,,,
27896,,,,,,,,,,
27909,,,,,,,,,,
27944,,,,,,,,,,
28001,,,,,,,,,,
28012,,,,,,,,,,
28021,,,,,,,,,,
28025,,,,,,,,,,
28026,,,,,,,,,,
28027,,,,,,,,,,
28031,,,,,,,,,,
28037,,,,,,,,,,
28052,,,,,,,,,,
28053,,,,,,,,,,
28054,,,,,,,,,,
28078,,,,,,,,,,
28079,,,,,,,,,,
28081,,,,,,,,,,
28088,,,,,,,,,,
28092,,,,,,,,,,
28093,,,,,,,,,,
28104,,,,,,,,,,
28105,,,,,,,,,,
28106,,,,,,,,,,
28111,,,,,,,,,,
28115,,,,,,,,,,
28117,,,,,,,,,,
28134,,,,,,,,,,
28145,,,,,,,,,,
28147,,,,,,,,,,
28150,,,,,,,,,,
28170,,,,,,,,,,
28173,,,,,,,,,,
28201,,,,,,,,,,
28202,,,,,,,,,,
28204,,,,,,,,,,
28205,,,,,,,,,,
28207,,,,,,,,,,
28208,,,,,,,,,,
28209,,,,,,,,,,
28210,,,,,,,,,,
28211,,,,,,,,,,
28212,,,,,,,,,,
28214,,,,,,,,,,
28217,,,,,,,,,,
28218,,,,,,,,,,
28219,,,,,,,,,,
28226,,,,,,,,,,
28227,,,,,,,,,,
28228,,,,,,,,,,
28231,,,,,,,,,,
28232,,,,,,,,,,
28241,,,,,,,,,,
28242,,,,,,,,,,
28255,,,,,,,,,,
28262,,,,,,,,,,
28266,,,,,,,,,,
28269,,,,,,,,,,
28270,,,,,,,,,,
28273,,,,,,,,,,
28277,,,,,,,,,,
28278,,,,,,,,,,
28281,,,,,,,,,,
28282,,,,,,,,,,
28288,,,,,,,,,,
28301,,,,,,,,,,
28302,,,,,,,,,,
28352,,,,,,,,,,
28358,,,,,,,,,,
28365,,,,,,,,,,
28374,,,,,,,,,,
28380,,,,,,,,,,
28387,,,,,,,,,,
28388,,,,,,,,,,
28401,,,,,,,,,,
28403,,,,,,,,,,
28405,,,,,,,,,,
28409,,,,,,,,,,
28412,,,,,,,,,,
28449,,,,,,,,,,
28472,,,,,,,,,,
28502,,,,,,,,,,
28560,,,,,,,,,,
28601,,,,,,,,,,
28602,,,,,,,,,,
28607,,,,,,,,,,
28610,,,,,,,,,,
28621,,,,,,,,,,
28625,,,,,,,,,,
28630,,,,,,,,,,
28650,,,,,,,,,,
28656,,,,,,,,,,
28658,,,,,,,,,,
28659,,,,,,,,,,
28677,,,,,,,,,,
28690,,,,,,,,,,
28694,,,,,,,,,,
28697,,,,,,,,,,
28716,,,,,,,,,,
28720,,,,,,,,,,
28730,,,,,,,,,,
28734,,,,,,,,,,
28777,,,,,,,,,,
28786,,,,,,,,,,
28792,,,,,,,,,,
28793,,,,,,,,,,
28801,,,,,,,,,,
28802,,,,,,,,,,
28803,,,,,,,,,,
28813,,,,,,,,,,
28816,,,,,,,,,,
29016,,,,,,,,,,
29020,,,,,,,,,,
29033,,,,,,,,,,
29036,,,,,,,,,,
29056,,,,,,,,,,
29063,,,,,,,,,,
29071,,,,,,,,,,
29072,,,,,,,,,,
29101,,,,,,,,,,
29108,,,,,,,,,,
29115,,,,,,,,,,
29116,,,,,,,,,,
29118,,,,,,,,,,
29150,,,,,,,,,,
29169,,,,,,,,,,
29180,,,,,,,,,,
29201,,,,,,,,,,
29202,,,,,,,,,,
29204,,,,,,,,,,
29206,,,,,,,,,,
29210,,,,,,,,,,
29211,,,,,,,,,,
29212,,,,,,,,,,
29223,,,,,,,,,,
29301,,,,,,,,,,
29302,,,,,,,,,,
29304,,,,,,,,,,
29306,,,,,,,,,,
29319,,,,,,,,,,
29334,,,,,,,,,,
29342,,,,,,,,,,
29360,,,,,,,,,,
29379,,,,,,,,,,
29401,,,,,,,,,,
29402,,,,,,,,,,
29405,,,,,,,,,,
29406,,,,,,,,,,
29407,,,,,,,,,,
29418,,,,,,,,,,
29423,,,,,,,,,,
29440,,,,,,,,,,
29448,,,,,,,,,,
29456,,,,,,,,,,
29464,,,,,,,,,,
29465,,,,,,,,,,
29466,,,,,,,,,,
29485,,,,,,,,,,
29488,,,,,,,,,,
29492,,,,,,,,,,
29501,,,,,,,,,,
29510,,,,,,,,,,
29512,,,,,,,,,,
29520,,,,,,,,,,
29526,,,,,,,,,,
29532,,,,,,,,,,
29551,,,,,,,,,,
29560,,,,,,,,,,
29565,,,,,,,,,,
29566,,,,,,,,,,
29569,,,,,,,,,,
29571,,,,,,,,,,
29576,,,,,,,,,,
29577,0,1,1,1,1,1,5,15,,
29578,,,,,,,,,,
29579,,,,,,,,,,
29601,,,,,,,,,,
29602,,,,,,,,,,
29603,,,,,,,,,,
29604,,,,,,,,,,
29605,,,,,,,,,,
29606,,,,,,,,,,
29607,,,,,,,,,,
29609,,,,,,,,,,
29611,,,,,,,,,,
29615,,,,,,,,,,
29620,,,,,,,,,,
29621,,,,,,,,,,
29622,,,,,,,,,,
29625,,,,,,,,,,
29631,,,,,,,,,,
29640,,,,,,,,,,
29641,,,,,,,,,,
29644,,,,,,,,,,
29648,,,,,,,,,,
29649,,,,,,,,,,
29650,,,,,,,,,,
29651,,,,,,,,,,
29652,,,,,,,,,,
29662,,,,,,,,,,
29678,,,,,,,,,,
29680,,,,,,,,,,
29681,,,,,,,,,,
29691,,,,,,,,,,
29692,,,,,,,,,,
29708,,,,,,,,,,
29710,,,,,,,,,,
29715,,,,,,,,,,
29716,,,,,,,,,,
29721,,,,,,,,,,
29730,,,,,,,,,,
29731,,,,,,,,,,
29732,,,,,,,,,,
29801,,,,,,,,,,
29802,,,,,,,,,,
29803,,,,,,,,,,
29809,,,,,,,,,,
29824,,,,,,,,,,
29841,,,,,,,,,,
29901,,,,,,,,,,
29902,,,,,,,,,,
29907,,,,,,,,,,
29910,,,,,,,,,,
29925,,,,,,,,,,
29926,,,,,,,,,,
29928,,,,,,,,,,
29938,,,,,,,,,,
30004,,,,,,,,,,
30005,,,,,,,,,,
30009,,,,,,,,,,
30014,,,,,,,,,,
30021,,,,,,,,,,
30022,,,,,,,,,,
30024,,,,,,,,,,
30028,,,,,,,,,,
30030,,,,,,,,,,
30035,,,,,,,,,,
30038,,,,,,,,,,
30039,,,,,,,,,,
30040,,,,,,,,,,
30041,,,,,,,,,,
30043,,,,,,,,,,
30044,,,,,,,,,,
30045,,,,,,,,,,
30047,,,,,,,,,,
30058,,,,,,,,,,
30060,,,,,,,,,,
30062,,,,,,,,,,
30066,,,,,,,,,,
30067,,,,,,,,,,
30068,,,,,,,,,,
30071,,,,,,,,,,
30075,,,,,,,,,,
30076,,,,,,,,,,
30080,,,,,,,,,,
30082,,,,,,,,,,
30083,,,,,,,,,,
30084,,,,,,,,,,
30085,,,,,,,,,,
30087,,,,,,,,,,
30091,,,,,,,,,,
30092,,,,,,,,,,
30093,,,,,,,,,,
30094,,,,,,,,,,
30095,,,,,,,,,,
30096,,,,,,,,,,
30097,,,,,,,,,,
30099,,,,,,,,,,
30103,,,,,,,,,,
30105,,,,,,,,,,
30106,,,,,,,,,,
30107,,,,,,,,,,
30114,,,,,,,,,,
30116,,,,,,,,,,
30117,,,,,,,,,,
30120,,,,,,,,,,
30121,,,,,,,,,,
30122,,,,,,,,,,
30126,,,,,,,,,,
30127,,,,,,,,,,
30132,,,,,,,,,,
30134,,,,,,,,,,
30135,,,,,,,,,,
30141,,,,,,,,,,
30143,,,,,,,,,,
30144,,,,,,,,,,
30152,,,,,,,,,,
30153,,,,,,,,,,
30154,,,,,,,,,,
30157,,,,,,,,,,
30165,,,,,,,,,,
30168,,,,,,,,,,
30173,,,,,,,,,,
30188,,,,,,,,,,
30189,,,,,,,,,,
30214,,,,,,,,,,
30217,,,,,,,,,,
30223,,,,,,,,,,
30224,,,,,,,,,,
30233,,,,,,,,,,
30236,,,,,,,,,,
30240,,,,,,,,,,
30241,,,,,,,,,,
30253,,,,,,,,,,
30260,,,,,,,,,,
30263,,,,,,,,,,
30269,,,,,,,,,,
30274,,,,,,,,,,
30281,,,,,,,,,,
30286,,,,,,,,,,
30287,,,,,,,,,,
30290,,,,,,,,,,
30302,,,,,,,,,,
30303,,,,,,,,,,
30305,,,,,,,,,,
30306,,,,,,,,,,
30308,,,,,,,,,,
30309,,,,,,,,,,
30311,,,,,,,,,,
30313,,,,,,,,,,
30318,,,,,,,,,,
30319,,,,,,,,,,
30320,,,,,,,,,,
30321,,,,,,,,,,
30324,,,,,,,,,,
30325,,,,,,,,,,
30326,,,,,,,,,,
30327,,,,,,,,,,
30328,,,,,,,,,,
30329,,,,,,,,,,
30334,,,,,,,,,,
30336,,,,,,,,,,
30337,,,,,,,,,,
30338,,,,,,,,,,
30339,,,,,,,,,,
30340,,,,,,,,,,
30341,,,,,,,,,,
30342,,,,,,,,,,
30344,,,,,,,,,,
30345,,,,,,,,,,
30346,,,,,,,,,,
30349,,,,,,,,,,
30350,,,,,,,,,,
30354,,,,,,,,,,
30358,,,,,,,,,,
30360,,,,,,,,,,
30361,,,,,,,,,,
30363,,,,,,,,,,
30375,,,,,,,,,,
30458,,,,,,,,,,
30459,,,,,,,,,,
30501,,,,,,,,,,
30503,,,,,,,,,,
30504,,,,,,,,,,
30512,,,,,,,,,,
30513,,,,,,,,,,
30517,,,,,,,,,,
30518,,,,,,,,,,
30519,,,,,,,,,,
30523,,,,,,,,,,
30525,,,,,,,,,,
30528,,,,,,,,,,
30529,,,,,,,,,,
30531,,,,,,,,,,
30533,,,,,,,,,,
30534,,,,,,,,,,
30540,,,,,,,,,,
30542,,,,,,,,,,
30566,,,,,,,,,,
30575,,,,,,,,,,
30577,,,,,,,,,,
30604,,,,,,,,,,
30622,,,,,,,,,,
30625,,,,,,,,,,
30635,,,,,,,,,,
30650,,,,,,,,,,
30655,,,,,,,,,,
30677,,,,,,,,,,
30680,,,,,,,,,,
30701,,,,,,,,,,
30707,,,,,,,,,,
30720,,,,,,,,,,
30721,,,,,,,,,,
30722,,,,,,,,,,
30736,,,,,,,,,,
30742,,,,,,,,,,
30809,,,,,,,,,,
30824,,,,,,,,,,
30830,,,,,,,,,,
30901,,,,,,,,,,
30903,,,,,,,,,,
30907,,,,,,,,,,
30909,,,,,,,,,,
30917,,,,,,,,,,
31021,,,,,,,,,,
31027,,,,,,,,,,
31030,,,,,,,,,,
31032,,,,,,,,,,
31061,,,,,,,,,,
31119,,,,,,,,,,
31201,,,,,,,,,,
31203,,,,,,,,,,
31204,,,,,,,,,,
31208,,,,,,,,,,
31210,,,,,,,,,,
31297,,,,,,,,,,
31302,,,,,,,,,,
31305,,,,,,,,,,
31324,,,,,,,,,,
31326,,,,,,,,,,
31328,,,,,,,,,,
31401,,,,,,,,,,
31402,,,,,,,,,,
31405,,,,,,,,,,
31406,,,,,,,,,,
31408,,,,,,,,,,
31411,,,,,,,,,,
31501,,,,,,,,,,
31502,,,,,,,,,,
31510,,,,,,,,,,
31513,,,,,,,,,,
31520,,,,,,,,,,
31521,,,,,,,,,,
31522,,,,,,,,,,
31533,,,,,,,,,,
31545,,,,,,,,,,
31548,,,,,,,,,,
31556,,,,,,,,,,
31558,,,,,,,,,,
31602,,,,,,,,,,
31604,,,,,,,,,,
31643,,,,,,,,,,
31701,,,,,,,,,,
31707,,,,,,,,,,
31714,,,,,,,,,,
31730,,,,,,,,,,
31750,,,,,,,,,,
31757,,,,,,,,,,
31763,,,,,,,,,,
31768,,,,,,,,,,
31776,,,,,,,,,,
31779,,,,,,,,,,
31792,,,,,,,,,,
31793,,,,,,,,,,
31794,,,,,,,,,,
31799,,,,,,,,,,
31816,,,,,,,,,,
31822,,,,,,,,,,
31833,,,,,,,,,,
31901,,,,,,,,,,
31902,,,,,,,,,,
31904,,,,,,,,,,
31905,,,,,,,,,,
31999,,,,,,,,,,
32004,,,,,,,,,,
32011,,,,,,,,,,
32025,,,,,,,,,,
32034,,,,,,,,,,
32043,,,,,,,,,,
32056,,,,,,,,,,
32081,,,,,,,,,,
32082,,,,,,,,,,
32084,,,,,,,,,,
32085,,,,,,,,,,
32086,,,,,,,,,,
32095,,,,,,,,,,
32097,,,,,,,,,,
32114,,,,,,,,,,
32115,,,,,,,,,,
32117,,,,,,,,,,
32118,,,,,,,,,,
32128,,,,,,,,,,
32136,,,,,,,,,,
32137,,,,,,,,,,
32162,,,,,,,,,,
32174,,,,,,,,,,
32176,,,,,,,,,,
32201,,,,,,,,,,
32202,,,,,,,,,,
32203,,,,,,,,,,
32204,,,,,,,,,,
32205,,,,,,,,,,
32206,,,,,,,,,,
32207,,,,,,,,,,
32211,,,,,,,,,,
32214,,,,,,,,,,
32216,,,,,,,,,,
32217,,,,,,,,,,
32218,,,,,,,,,,
32223,,,,,,,,,,
32224,,,,,,,,,,
32225,,,,,,,,,,
32226,,,,,,,,,,
32246,,,,,,,,,,
32247,,,,,,,,,,
32250,,,,,,,,,,
32254,,,,,,,,,,
32255,,,,,,,,,,
32256,,,,,,,,,,
32257,,,,,,,,,,
32258,,,,,,,,,,
32266,,,,,,,,,,
32301,,,,,,,,,,
32304,,,,,,,,,,
32308,,,,,,,,,,
32312,,,,,,,,,,
32317,,,,,,,,,,
32344,,,,,,,,,,
32348,,,,,,,,,,
32401,,,,,,,,,,
32402,,,,,,,,,,
32413,,,,,,,,,,
32456,,,,,,,,,,
32461,,,,,,,,,,
32501,,,,,,,,,,
32520,,,,,,,,,,
32539,,,,,,,,,,
32541,,,,,,,,,,
32548,,,,,,,,,,
32550,,,,,,,,,,
32569,,,,,,,,,,
32601,,,,,,,,,,
32606,,,,,,,,,,
32607,,,,,,,,,,
32608,,,,,,,,,,
32609,,,,,,,,,,
32615,,,,,,,,,,
32640,,,,,,,,,,
32641,,,,,,,,,,
32643,,,,,,,,,,
32653,,,,,,,,,,
32656,,,,,,,,,,
32668,,,,,,,,,,
32686,,,,,,,,,,
32696,,,,,,,,,,
32701,,,,,,,,,,
32702,,,,,,,,,,
32703,,,,,,,,,,
32707,,,,,,,,,,
32708,,,,,,,,,,
32712,,,,,,,,,,
32714,,,,,,,,,,
32716,,,,,,,,,,
32720,,,,,,,,,,
32721,,,,,,,,,,
32724,,,,,,,,,,
32725,,,,,,,,,,
32726,,,,,,,,,,
32730,,,,,,,,,,
32744,,,,,,,,,,
32746,,,,,,,,,,
32750,,,,,,,,,,
32751,,,,,,,,,,
32757,,,,,,,,,,
32763,,,,,,,,,,
32765,,,,,,,,,,
32767,,,,,,,,,,
32771,,,,,,,,,,
32773,,,,,,,,,,
32778,,,,,,,,,,
32779,,,,,,,,,,
32780,,,,,,,,,,
32789,,,,,,,,,,
32790,,,,,,,,,,
32792,,,,,,,,,,
32795,,,,,,,,,,
32796,,,,,,,,,,
32801,,,,,,,,,,
32802,,,,,,,,,,
32803,,,,,,,,,,
32804,,,,,,,,,,
32805,,,,,,,,,,
32806,,,,,,,,,,
32807,,,,,,,,,,
32808,,,,,,,,,,
32809,,,,,,,,,,
32810,,,,,,,,,,
32811,,,,,,,,,,
32815,,,,,,,,,,
32817,,,,,,,,,,
32818,,,,,,,,,,
32819,,,,,,,,,,
32820,,,,,,,,,,
32821,,,,,,,,,,
32822,,,,,,,,,,
32824,,,,,,,,,,
32826,,,,,,,,,,
32827,,,,,,,,,,
32829,,,,,,,,,,
32830,,,,,,,,,,
32835,,,,,,,,,,
32836,,,,,,,,,,
32837,,,,,,,,,,
32839,,,,,,,,,,
32901,,,,,,,,,,
32903,,,,,,,,,,
32904,,,,,,,,,,
32905,,,,,,,,,,
32919,,,,,,,,,,
32920,,,,,,,,,,
32922,,,,,,,,,,
32923,,,,,,,,,,
32926,,,,,,,,,,
32931,,,,,,,,,,
32934,,,,,,,,,,
32935,,,,,,,,,,
32937,,,,,,,,,,
32940,,,,,,,,,,
32953,,,,,,,,,,
32955,,,,,,,,,,
32958,,,,,,,,,,
32960,,,,,,,,,,
32962,,,,,,,,,,
32963,,,,,,,,,,
32966,,,,,,,,,,
32968,,,,,,,,,,
33004,,,,,,,,,,
33009,,,,,,,,,,
33010,,,,,,,,,,
33012,,,,,,,,,,
33013,,,,,,,,,,
33014,,,,,,,,,,
33015,,,,,,,,,,
33016,,,,,,,,,,
33018,,,,,,,,,,
33019,,,,,,,,,,
33020,,,,,,,,,,
33021,,,,,,,,,,
33024,,,,,,,,,,
33025,,,,,,,,,,
33027,,,,,,,,,,
33028,,,,,,,,,,
33029,,,,,,,,,,
33030,,,,,,,,,,
33034,,,,,,,,,,
33037,,,,,,,,,,
33043,,,,,,,,,,
33051,,,,,,,,,,
33054,,,,,,,,,,
33055,,,,,,,,,,
33060,,,,,,,,,,
33062,,,,,,,,,,
33063,,,,,,,,,,
33064,,,,,,,,,,
33065,,,,,,,,,,
33066,,,,,,,,,,
33067,,,,,,,,,,
33069,,,,,,,,,,
33070,,,,,,,,,,
33071,,,,,,,,,,
33073,,,,,,,,,,
33076,,,,,,,,,,
33092,,,,,,,,,,
33109,,,,,,,,,,
33122,,,,,,,,,,
33125,,,,,,,,,,
33126,,,,,,,,,,
33127,,,,,,,,,,
33129,,,,,,,,,,
33130,,,,,,,,,,
33131,,,,,,,,,,
33132,,,,,,,,,,
33133,,,,,,,,,,
33134,,,,,,,,,,
33135,,,,,,,,,,
33137,,,,,,,,,,
33138,,,,,,,,,,
33139,,,,,,,,,,
33140,,,,,,,,,,
33141,,,,,,,,,,
33142,,,,,,,,,,
33143,,,,,,,,,,
33144,,,,,,,,,,
33145,,,,,,,,,,
33146,,,,,,,,,,
33147,,,,,,,,,,
33149,,,,,,,,,,
33151,,,,,,,,,,
33152,,,,,,,,,,
33153,,,,,,,,,,
33154,,,,,,,,,,
33155,,,,,,,,,,
33156,,,,,,,,,,
33157,,,,,,,,,,
33160,,,,,,,,,,
33161,,,,,,,,,,
33162,,,,,,,,,,
33165,,,,,,,,,,
33166,,,,,,,,,,
33167,,,,,,,,,,
33168,,,,,,,,,,
33169,,,,,,,,,,
33172,,,,,,,,,,
33174,,,,,,,,,,
33175,,,,,,,,,,
33176,,,,,,,,,,
33177,,,,,,,,,,
33178,,,,,,,,,,
33179,,,,,,,,,,
33180,,,,,,,,,,
33181,,,,,,,,,,
33186,,,,,,,,,,
33233,,,,,,,,,,
33280,,,,,,,,,,
33301,,,,,,,,,,
33302,,,,,,,,,,
33304,,,,,,,,,,
33305,,,,,,,,,,
33306,,,,,,,,,,
33308,,,,,,,,,,
33309,,,,,,,,,,
33310,,,,,,,,,,
33311,,,,,,,,,,
33312,,,,,,,,,,
33313,,,,,,,,,,
33314,,,,,,,,,,
33315,,,,,,,,,,
33316,,,,,,,,,,
33317,,,,,,,,,,
33319,,,,,,,,,,
33321,,,,,,,,,,
33322,,,,,,,,,,
33323,,,,,,,,,,
33324,,,,,,,,,,
33325,,,,,,,,,,
33326,,,,,,,,,,
33327,,,,,,,,,,
33328,,,,,,,,,,
33330,,,,,,,,,,
33331,,,,,,,,,,
33334,,,,,,,,,,
33335,,,,,,,,,,
33338,,,,,,,,,,
33340,,,,,,,,,,
33351,,,,,,,,,,
33394,,,,,,,,,,
33401,,,,,,,,,,
33402,,,,,,,,,,
33403,,,,,,,,,,
33404,,,,,,,,,,
33405,,,,,,,,,,
33406,,,,,,,,,,
33407,,,,,,,,,,
33408,,,,,,,,,,
33409,,,,,,,,,,
33410,,,,,,,,,,
33411,,,,,,,,,,
33414,,,,,,,,,,
33415,,,,,,,,,,
33417,,,,,,,,,,
33418,,,,,,,,,,
33419,,,,,,,,,,
33420,,,,,,,,,,
33426,,,,,,,,,,
33428,,,,,,,,,,
33431,,,,,,,,,,
33432,,,,,,,,,,
33433,,,,,,,,,,
33434,,,,,,,,,,
33435,,,,,,,,,,
33436,,,,,,,,,,
33437,,,,,,,,,,
33440,,,,,,,,,,
33441,,,,,,,,,,
33442,,,,,,,,,,
33443,,,,,,,,,,
33444,,,,,,,,,,
33445,,,,,,,,,,
33446,,,,,,,,,,
33455,,,,,,,,,,
33458,,,,,,,,,,
33460,,,,,,,,,,
33462,,,,,,,,,,
33463,,,,,,,,,,
33464,,,,,,,,,,
33467,,,,,,,,,,
33469,,,,,,,,,,
